CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Surprise_Opaque_Fees,Security,Scheme_Personalization,Minimum_Required_Balance,Server_Maintenance_Count,Customer_Rating,Average_Complaints,Customer_Feedback,Complaint_Type,Attrition_Flag_Encoded,Gender_Encoded,Education_Level_Encoded,Marital_Status_Encoded,Income_Category_Encoded,Card_Category_Encoded,Inactivity_Flag,Engagement_Score,Trans_Freq_3M,High_Value_Customer,AI_Engagement_Trigger,Days_Since_Last_Transaction,Inactive_90Days_Flag,Cluster,Customer_Status,PCA1,PCA2,Segment,Recommended_Offers,Churn
709584483,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,25,4,1,4,3030.0,2517,513.0,0.785,1805,44,0.467,0.831,0,1,1,0,2,3.4,9,Long wait times for customer service.,2,1,0,2,1,4,0,0,4.999999999999999,5.28,0,0,16.666666666666668,0,0,Others,-0.022584594625955592,0.30216151435662336,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
715708308,Existing Customer,54,F,3,Doctorate,Married,$40K - $60K,Blue,39,3,1,3,2112.0,1594,518.0,1.204,1338,29,2.222,0.755,0,1,0,0,0,4.1,0,Customer support was slow to respond to my issue.,2,1,0,1,1,1,0,0,8.245614035087717,2.230769230769231,0,0,39.0,0,3,Others,1.7907402056662136,1.7081155709824407,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
779707308,Existing Customer,35,F,1,Graduate,Married,Less than $40K,Blue,18,5,1,2,7583.0,1619,5964.0,1.468,2229,53,1.208,0.214,1,1,1,0,4,2.9,8,"Routine service, nothing special.",0,1,0,2,1,4,0,0,3.8596491228070167,8.833333333333334,0,0,10.0,0,0,Others,-1.2761405270843271,-0.3931011502723293,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
711688158,Existing Customer,47,M,5,Graduate,Single,$120K +,Blue,27,5,3,4,11760.0,2306,9454.0,0.616,1498,49,0.96,0.196,0,1,1,1,1,3.5,9,Experienced a problem with online banking.,3,1,1,2,2,0,0,1,5.087719298245615,5.444444444444445,1,0,16.2,0,1,Others,0.30802640466701015,0.30601768924973405,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
711848658,Existing Customer,35,M,3,College,Married,$60K - $80K,Blue,17,3,3,2,2259.0,1776,483.0,1.292,1790,31,0.824,0.786,0,1,1,0,6,0.7,6,Smooth and easy process.,0,1,1,0,1,2,0,1,2.631578947368421,5.470588235294118,0,1,15.9375,0,0,Others,-0.5160801878367429,-1.507330797039165,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
715855083,Existing Customer,48,M,4,High School,Married,$80K - $120K,Blue,36,6,2,4,19762.0,507,19255.0,0.85,2793,67,0.595,0.026,1,1,0,1,4,3.4,0,Difficulty accessing my account.,3,1,1,3,1,3,0,0,8.157894736842104,5.583333333333333,1,0,15.882352941176473,0,3,At Risk,0.4018642951154973,2.905703315016256,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
778971408,Existing Customer,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2,4,2803.0,1848,955.0,0.614,1968,64,0.524,0.659,1,1,1,0,2,4.1,7,Happy with the interest rates.,0,1,1,1,1,2,0,0,6.315789473684211,11.294117647058824,0,0,7.846153846153846,0,0,Others,-0.9153508524737516,1.539457793390973,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
711648708,Existing Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,36,3,3,2,25666.0,756,24910.0,0.69,4088,84,0.867,0.029,1,1,0,1,0,2.6,5,I had a complaint about a transaction error.,1,1,1,2,1,3,0,1,4.649122807017544,7.0,1,1,12.705882352941176,0,4,High Value,-1.1296594447141515,0.10489022393991566,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,0
713149683,Existing Customer,44,F,3,College,Single,Less than $40K,Blue,24,5,1,4,9297.0,1668,7629.0,0.521,1264,31,0.632,0.179,0,1,1,0,5,4.4,2,Complaint about unexpected fees.,4,1,0,0,2,4,0,0,8.333333333333334,3.875,0,0,22.5,0,3,At Risk,1.1312613255973079,3.1198023923002904,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
771903033,Existing Customer,36,F,1,Graduate,Married,Less than $40K,Blue,25,5,1,2,2999.0,1247,1752.0,0.962,2017,40,0.6,0.416,0,1,1,0,0,3.1,0,Resolved my issue quickly.,0,1,0,2,1,4,0,0,6.842105263157895,4.8,0,0,18.29268292682927,0,0,Others,0.24103741181354374,1.922842496276099,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
737925558,Existing Customer,64,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.0,1893,2341.0,0.585,1439,42,0.355,0.447,0,1,0,0,3,0.2,4,Customer support was slow to respond to my issue.,2,1,1,1,1,1,0,0,2.8947368421052637,2.25,0,0,39.06976744186046,0,1,At Risk,3.3681068286864804,-2.176724398201095,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
803347908,Existing Customer,34,F,1,Graduate,Single,Less than $40K,Gold,28,4,3,2,15987.0,0,15987.0,1.494,2327,65,0.806,0.0,1,0,1,1,1,1.8,10,Good experience overall.,0,1,0,2,2,4,1,1,2.1929824561403506,6.964285714285714,1,1,12.727272727272728,0,2,High Value,-0.9823473159569277,-1.445477617522911,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
817285758,Existing Customer,49,M,4,Graduate,Single,$80K - $120K,Blue,33,5,5,3,16435.0,0,16435.0,0.676,1721,56,0.514,0.0,1,1,0,1,7,2.6,10,"Great service, very helpful staff.",0,1,1,2,2,3,0,1,3.421052631578948,5.090909090909091,1,1,17.36842105263158,0,2,At Risk,0.7158456612904319,-0.6682279854312807,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
711480108,Existing Customer,37,M,4,High School,Married,$60K - $80K,Blue,24,3,1,4,5335.0,2145,3190.0,0.879,1888,43,0.433,0.402,0,1,1,0,5,1.8,7,Need to improve mobile app features.,3,1,1,3,1,2,0,0,4.298245614035087,5.375,0,0,16.363636363636363,0,1,Others,-0.17146325241130636,-0.052865442915660754,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
709662708,Existing Customer,65,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,3506.0,1604,1902.0,0.574,1953,61,0.649,0.458,1,1,0,0,5,4.0,10,I had a complaint about a transaction error.,1,1,1,3,1,1,0,1,4.649122807017544,3.452830188679245,0,1,25.64516129032258,0,0,At Risk,2.22528800377688,-0.8605944180406484,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
709224858,Existing Customer,53,M,2,Post-Graduate,Married,$80K - $120K,Blue,36,5,1,2,3610.0,1629,1981.0,0.821,1652,40,0.481,0.451,0,1,0,0,6,1.5,5,I had a complaint about a transaction error.,1,1,1,4,1,3,0,0,3.684210526315789,3.333333333333333,0,0,26.341463414634145,0,0,At Risk,1.6008893525506624,-1.0070295651393493,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
821771508,Existing Customer,32,M,0,High School,Married,$40K - $60K,Blue,28,5,1,2,3172.0,2055,1117.0,0.663,1939,36,0.636,0.648,0,1,1,0,7,0.3,7,"No issues, everything works fine.",0,1,1,3,1,1,0,0,1.9298245614035083,3.857142857142857,0,0,22.7027027027027,0,0,Others,0.48505166574891273,-2.008879337538526,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
712216533,Existing Customer,44,M,5,Unknown,Single,$80K - $120K,Blue,34,6,2,3,8206.0,763,7443.0,0.87,1715,43,0.72,0.093,0,1,0,0,6,4.7,6,The app is easy to use.,0,1,1,6,2,3,0,0,6.666666666666666,3.794117647058824,0,0,23.181818181818183,0,2,At Risk,0.9873552348442898,1.6682566433828336,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
710522433,Existing Customer,65,M,0,Graduate,Married,Less than $40K,Blue,46,3,2,2,2416.0,1499,917.0,0.905,2372,53,0.514,0.62,1,1,0,0,6,0.5,0,Customer support was slow to respond to my issue.,2,1,1,2,1,4,0,0,4.56140350877193,3.4565217391304346,0,0,25.55555555555556,0,3,At Risk,1.9871124684437655,-0.8271756334999061,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
779046408,Existing Customer,60,M,0,Graduate,Married,$40K - $60K,Blue,41,3,2,4,2458.0,1880,578.0,0.759,1238,30,0.579,0.765,0,1,0,0,0,4.9,1,Long wait times for customer service.,2,1,1,2,1,1,0,0,9.12280701754386,2.1951219512195124,0,0,39.67741935483871,0,3,At Risk,3.2741455245872357,2.737226741608675,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
708595158,Existing Customer,27,F,0,Graduate,Single,Less than $40K,Blue,36,6,1,2,1677.0,1598,79.0,0.994,2389,43,0.536,0.953,0,1,0,0,0,0.2,1,The ATM was out of order.,0,1,0,2,2,4,0,0,3.947368421052632,3.583333333333333,0,0,24.545454545454547,0,0,Others,0.6734851684571609,-0.6027903522228406,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
757266933,Existing Customer,52,M,2,Post-Graduate,Married,$60K - $80K,Blue,45,4,1,4,11819.0,929,10890.0,0.773,2431,46,0.484,0.079,0,1,0,1,6,4.0,5,Happy with the interest rates.,0,1,1,4,1,2,0,0,6.9298245614035086,3.066666666666667,1,0,28.72340425531915,0,2,At Risk,1.8768055691247119,1.608838764572092,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
816776283,Existing Customer,42,M,4,High School,Unknown,$80K - $120K,Gold,37,5,1,2,34516.0,1797,32719.0,1.314,1534,30,0.875,0.052,0,0,0,1,4,0.9,9,Smooth and easy process.,0,1,1,3,3,3,1,0,1.7543859649122806,2.4324324324324325,1,0,35.806451612903224,0,2,At Risk,1.095670631965873,-2.1956458289785576,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
719904333,Existing Customer,29,M,0,Graduate,Married,$40K - $60K,Blue,36,3,3,4,1459.0,590,869.0,1.164,2229,52,1.08,0.404,1,1,0,0,4,4.3,8,Friendly and efficient service.,0,1,1,2,1,1,0,1,6.140350877192981,4.333333333333333,0,0,20.37735849056604,0,2,Others,0.16477103357595052,1.1631657243297207,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
718264233,Existing Customer,29,M,0,High School,Married,$40K - $60K,Blue,13,4,1,4,1458.0,671,787.0,1.583,2449,56,0.931,0.46,1,1,1,0,5,4.7,10,Friendly and efficient service.,0,1,1,3,1,1,0,0,5.789473684210527,12.923076923076923,0,0,6.842105263157895,0,0,Others,-1.49766586422545,1.3301369085602157,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
784798683,Existing Customer,38,M,2,High School,Married,$40K - $60K,Blue,32,3,2,2,1438.3,0,1438.3,0.846,1999,39,0.56,0.0,0,1,0,0,1,1.3,4,Friendly and efficient service.,0,1,1,3,1,1,0,0,3.8596491228070176,3.65625,0,0,24.0,0,2,At Risk,0.6182036386233875,-0.24549309145698525,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
710899833,Attrited Customer,36,M,2,Graduate,Married,$40K - $60K,Blue,18,3,1,3,7758.0,1408,6350.0,0.365,569,23,0.643,0.181,0,1,1,0,7,1.6,0,Long wait times for customer service.,2,0,1,2,1,1,0,0,6.052631578947368,3.8333333333333335,0,0,22.5,0,3,At Risk,0.5809091028166731,1.6198665893842126,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,1
780025908,Existing Customer,40,F,2,Post-Graduate,Married,Less than $40K,Silver,30,4,2,2,10836.0,1932,8904.0,0.563,1293,31,0.824,0.178,0,0,1,1,4,0.5,3,Had a billing complaint.,1,1,0,4,1,4,3,0,3.508771929824561,3.1,0,0,28.125,0,0,At Risk,0.9909651066794214,-0.781756684593628,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,0,1,0,0,5,0.2,4,"Great service, very helpful staff.",0,1,1,4,2,2,0,1,3.4210526315789465,3.333333333333333,0,1,26.341463414634145,0,0,At Risk,1.6080549299007667,-1.0925556761589923,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
709364433,Existing Customer,36,F,3,High School,Married,Unknown,Blue,30,6,2,2,3399.0,2173,1226.0,0.795,1571,34,1.0,0.639,0,1,1,0,3,3.9,5,Had a billing complaint.,1,1,0,3,1,5,0,0,5.789473684210527,3.4,0,0,25.714285714285715,0,0,Others,0.8387181170650413,0.7105933733171134,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
713086908,Existing Customer,26,M,0,High School,Single,$40K - $60K,Blue,36,5,2,2,2212.0,1670,542.0,0.777,2520,51,0.545,0.755,1,1,0,0,6,1.7,7,Customer support was slow to respond to my issue.,2,1,1,3,2,1,0,0,3.1578947368421053,4.25,0,0,20.76923076923077,0,0,Others,0.2451665155360583,-1.115504926505097,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
709793133,Existing Customer,43,F,2,Unknown,Single,$40K - $60K,Blue,36,6,1,4,3186.0,2470,716.0,0.58,1531,37,0.233,0.775,0,1,0,0,6,1.4,5,Complaint about unexpected fees.,4,1,0,6,2,1,0,0,4.649122807017544,3.083333333333333,0,0,28.42105263157895,0,1,Others,1.9581742068461876,-0.18144156517701718,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
710032608,Existing Customer,52,F,1,Graduate,Single,Less than $40K,Blue,32,3,1,3,5927.0,2320,3607.0,0.544,1558,46,0.643,0.391,0,1,0,0,1,4.1,2,Experienced a problem with online banking.,3,1,0,2,2,4,0,0,7.5438596491228065,4.3125,0,0,20.425531914893615,0,3,At Risk,1.0249949277357824,1.9924704627211174,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
779351208,Existing Customer,49,M,2,Unknown,Single,$60K - $80K,Blue,34,4,1,4,5176.0,0,5176.0,0.838,1902,56,0.931,0.0,1,1,0,0,0,2.0,3,I had a complaint about a transaction error.,1,1,1,6,2,2,0,0,5.87719298245614,4.941176470588236,0,0,17.894736842105264,0,2,At Risk,0.5953429231892705,1.0552606497539325,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
719776608,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,3,1,3,3126.0,0,3126.0,0.824,1388,41,0.464,0.0,0,1,0,0,1,4.7,1,Very satisfied with the bank's services.,0,1,1,2,1,3,0,0,8.421052631578947,3.324324324324324,0,0,26.428571428571427,0,2,At Risk,1.5823616707987862,3.0196963119004807,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
709220583,Existing Customer,34,M,3,Graduate,Divorced,$80K - $120K,Blue,21,6,4,2,4670.0,0,4670.0,0.883,2256,56,0.6,0.0,1,1,1,0,5,1.8,6,Resolved my issue quickly.,0,1,1,2,0,3,0,1,3.5964912280701755,8.0,0,1,11.052631578947368,0,2,High Value,-0.5802775630230728,-0.15326115768448986,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
719555733,Existing Customer,53,F,2,Uneducated,Married,Unknown,Blue,36,4,3,3,2162.0,1592,570.0,0.547,1736,42,0.615,0.736,0,1,0,0,6,0.9,8,Need to improve mobile app features.,3,1,0,5,1,5,0,1,2.631578947368421,3.5,0,1,25.11627906976744,0,1,Others,1.6465414257673476,-1.9554255882709715,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
740852733,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,42,4,1,2,10155.0,1805,8350.0,0.673,1685,49,0.815,0.178,0,1,0,1,5,0.8,10,"No issues, everything works fine.",0,1,1,3,1,3,0,0,1.3157894736842104,3.5,0,0,25.2,0,0,At Risk,0.9619988749833546,-2.8479606537680326,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
709528308,Existing Customer,53,M,4,High School,Married,$80K - $120K,Blue,46,4,2,3,15242.0,1170,14072.0,0.496,1876,57,0.5,0.077,1,1,0,1,0,0.3,2,Difficulty accessing my account.,3,1,1,3,1,3,0,0,4.2105263157894735,3.717391304347826,1,0,23.79310344827586,0,3,At Risk,1.341609893582209,-0.4817914941577528,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
715127208,Existing Customer,48,M,3,Doctorate,Divorced,$120K +,Blue,36,4,3,2,34516.0,2517,31999.0,0.697,1699,48,0.846,0.073,0,1,0,1,6,2.5,6,Complaint about unexpected fees.,4,1,1,1,0,0,0,1,4.2105263157894735,4.0,1,1,22.040816326530614,0,1,At Risk,0.541486075779126,-0.394047803035454,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
817144458,Existing Customer,32,F,2,Graduate,Single,Less than $40K,Blue,17,5,1,2,1438.3,1228,210.3,1.132,2580,67,0.971,0.854,1,1,1,0,7,3.1,10,"Routine service, nothing special.",0,1,0,2,2,4,0,0,3.333333333333333,11.823529411764708,0,0,7.5,0,0,Others,-1.6729173436461053,-0.8992749262914325,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
710628783,Existing Customer,38,M,4,High School,Single,$80K - $120K,Gold,36,6,1,3,34516.0,1140,33376.0,0.815,1445,45,0.957,0.033,0,0,0,1,1,1.8,6,Very satisfied with the bank's services.,0,1,1,3,2,3,1,0,4.122807017543859,3.75,1,0,23.47826086956522,0,2,At Risk,0.4306702739602099,-0.12147456023570552,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
772145658,Existing Customer,43,M,4,Uneducated,Single,$80K - $120K,Blue,32,4,1,3,16043.0,2036,14007.0,0.7,1394,28,0.75,0.127,0,1,0,1,5,4.6,5,"Great service, very helpful staff.",0,1,1,5,2,3,0,0,6.9298245614035086,2.625,1,0,33.10344827586207,0,0,At Risk,1.3729164187833958,1.7859396065987498,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
739594758,Attrited Customer,51,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.0,2517,664.0,0.595,818,16,0.455,0.791,0,1,0,0,7,2.2,8,Friendly and efficient service.,0,0,0,2,2,4,0,1,3.245614035087719,1.0909090909090908,0,1,77.6470588235294,0,0,At Risk,5.1534031569906125,-1.8452766894189787,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,1
789198708,Existing Customer,58,M,3,Graduate,Married,$120K +,Blue,47,3,1,2,27088.0,0,27088.0,0.581,1135,24,0.846,0.0,0,1,0,1,2,0.2,1,Friendly and efficient service.,0,1,1,2,1,0,0,0,3.947368421052632,1.5319148936170213,1,0,56.4,0,2,At Risk,3.4221220301057915,-0.751098746780619,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
720953658,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,5,3,4,5688.0,914,4774.0,1.099,1824,53,1.038,0.161,1,1,0,0,0,1.4,8,Long wait times for customer service.,2,1,0,2,1,4,0,1,3.5964912280701755,4.416666666666667,0,1,20.0,0,1,At Risk,1.4150488476772944,-1.1318638537152799,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
771330558,Existing Customer,51,M,4,High School,Married,$60K - $80K,Blue,38,5,2,3,10462.0,1824,8638.0,0.736,1267,31,0.55,0.174,0,1,0,1,6,3.7,6,Happy with the interest rates.,0,1,1,3,1,2,0,0,5.789473684210527,2.4473684210526314,0,0,35.625,0,0,At Risk,2.2509609703135367,0.6907469159257598,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
714078558,Attrited Customer,62,F,1,High School,Married,$40K - $60K,Blue,53,2,1,1,5249.0,0,5249.0,0.758,1315,31,0.722,0.0,0,1,0,0,7,3.8,0,Long wait times for customer service.,2,0,0,3,1,1,0,0,6.9298245614035086,1.7547169811320755,0,0,49.6875,0,3,At Risk,3.547458769647515,1.251632722506184,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,1
712207683,Existing Customer,38,M,0,Unknown,Divorced,Less than $40K,Blue,36,3,3,2,5155.0,684,4471.0,0.588,1555,37,0.48,0.133,0,1,0,0,5,5.0,9,Friendly and efficient service.,0,1,1,6,0,4,0,1,5.350877192982456,3.083333333333333,0,0,28.42105263157895,0,2,At Risk,1.3746369995121592,0.7363978883138225,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
788826408,Existing Customer,33,M,1,Uneducated,Married,$120K +,Blue,16,6,1,3,10705.0,1352,9353.0,1.171,2434,58,0.812,0.126,1,1,1,1,7,3.0,2,"Great service, very helpful staff.",0,1,1,5,1,0,0,0,6.578947368421052,10.875,0,0,8.135593220338983,0,0,Others,-1.140716017852181,2.0263423267919594,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
790128033,Existing Customer,54,M,3,High School,Single,$80K - $120K,Blue,47,3,1,2,16494.0,1348,15146.0,0.759,1302,36,0.385,0.082,0,1,0,1,6,3.1,2,"No issues, everything works fine.",0,1,1,3,2,3,0,0,6.140350877192982,2.297872340425532,1,0,38.108108108108105,0,2,At Risk,2.3833788299376564,0.8947326732071071,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
718082208,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,30,5,3,4,6469.0,2351,4118.0,1.018,1717,50,0.667,0.363,0,1,1,0,2,4.6,1,I had a complaint about a transaction error.,1,1,0,2,1,1,0,1,8.859649122807017,5.0,0,0,17.647058823529413,0,0,Others,0.5318952754307692,3.2461592894391718,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
712037358,Existing Customer,30,M,0,Unknown,Married,$60K - $80K,Blue,23,3,3,2,5146.0,1773,3373.0,0.879,1509,45,0.667,0.345,0,1,1,0,6,2.5,9,Good experience overall.,0,1,1,6,1,2,0,1,3.1578947368421053,5.869565217391305,0,1,15.0,0,0,Others,-0.44009292245619397,-0.847081075789413,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
711711483,Existing Customer,61,M,0,High School,Married,$80K - $120K,Blue,50,4,1,3,2800.0,2448,352.0,0.549,1433,40,0.481,0.874,0,1,0,0,1,4.0,2,The ATM was out of order.,0,1,1,3,1,3,0,0,7.456140350877193,2.4,0,0,36.58536585365854,0,0,At Risk,3.2047171696843497,1.2218054603127668,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
718861458,Existing Customer,49,M,5,Unknown,Single,$60K - $80K,Blue,36,6,1,2,5159.0,1532,3627.0,0.787,1826,37,0.609,0.297,0,1,0,0,1,1.5,3,Very satisfied with the bank's services.,0,1,1,6,2,2,0,0,4.385964912280701,3.083333333333333,0,0,28.42105263157895,0,0,At Risk,1.436345300759364,-0.35587448451838316,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
709426608,Existing Customer,56,M,1,Doctorate,Married,$60K - $80K,Blue,46,5,2,4,5248.0,1816,3432.0,0.696,2305,45,0.731,0.346,0,1,0,0,6,0.6,4,"Great service, very helpful staff.",0,1,1,1,1,2,0,0,4.298245614035087,2.9347826086956523,0,0,30.0,0,0,At Risk,2.3000517450624915,-0.8004270917641476,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
811457058,Existing Customer,51,F,3,Post-Graduate,Married,Less than $40K,Blue,46,5,3,2,5881.0,2005,3876.0,0.659,1931,56,0.806,0.341,1,1,0,0,0,1.3,4,Complaint about unexpected fees.,4,1,0,4,1,4,0,1,3.8596491228070176,3.652173913043478,0,1,24.210526315789476,0,1,At Risk,1.3742066106194184,-1.0951510466185626,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
773073558,Existing Customer,44,F,3,Graduate,Divorced,Less than $40K,Blue,36,6,3,3,1467.0,896,571.0,0.692,1731,54,0.5,0.611,1,1,0,0,0,2.5,7,I had a complaint about a transaction error.,1,1,0,2,0,4,0,1,4.385964912280701,4.5,0,1,19.63636363636364,0,0,Others,1.0458974982846385,-0.29969290464989157,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
715937133,Existing Customer,64,F,1,Uneducated,Married,$40K - $60K,Blue,52,6,2,2,4999.0,2299,2700.0,0.716,1601,48,0.5,0.46,0,1,0,0,7,3.1,4,The app is easy to use.,0,1,0,5,1,1,0,0,5.438596491228069,2.769230769230769,0,0,31.836734693877556,0,0,At Risk,2.9539982090129295,-0.22736606689234598,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
713480583,Existing Customer,46,F,3,High School,Married,Unknown,Blue,36,5,2,2,4668.0,0,4668.0,0.89,1612,47,1.474,0.0,0,1,0,0,5,3.1,0,Very satisfied with the bank's services.,0,1,0,3,1,5,0,0,6.842105263157895,3.9166666666666665,0,0,22.5,0,2,At Risk,0.7069937510692756,1.6134901497781389,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
716383683,Existing Customer,39,F,2,Post-Graduate,Unknown,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,0.7,1338,28,0.867,0.0,0,1,0,0,1,4.9,10,Resolved my issue quickly.,0,1,0,4,3,4,0,1,5.964912280701754,2.333333333333333,0,0,37.241379310344826,0,2,At Risk,2.1241257392040054,1.1942188054919203,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
713693958,Existing Customer,38,F,1,Uneducated,Single,Less than $40K,Blue,27,6,3,4,8638.0,0,8638.0,0.489,1295,29,0.381,0.0,0,1,1,0,0,4.3,9,Experienced a problem with online banking.,3,1,0,5,2,4,0,1,5.789473684210527,3.2222222222222223,0,0,27.0,0,3,At Risk,1.7866514748380802,1.5321857660898464,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
715443708,Existing Customer,53,M,1,Uneducated,Married,$120K +,Blue,45,5,1,3,9343.0,1286,8057.0,0.712,1385,31,0.722,0.138,0,1,0,0,7,2.6,7,Service was okay.,0,1,1,5,1,0,0,0,4.473684210526316,2.066666666666667,0,0,42.1875,0,2,At Risk,2.9668950859823857,-0.4511032004669514,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
